vm,vc,ts,sp,id,hot,rad,,,
2,20.82160135,12.9,10,25,25.49894829,25.06993047,,,
2,20.8045289,13,10,25,25.49910527,25.07046017,,,
2,20.78760598,13.1,10,25,25.49926445,25.07098893,,,
2,20.77083129,13.2,10,25,25.49942581,25.07151676,,,
2,20.75420354,13.3,10,25,25.49958935,25.07204367,,,
2,20.73772146,13.4,10,25,25.49975505,25.07256967,,,
2,20.72138377,13.5,10,25,25.49992289,25.07309475,,,
2,20.70518921,13.6,10,25,25.50009287,25.07361892,,,
2,20.68913655,13.7,10,25,25.50026496,25.07414218,,,
2,20.67322454,13.8,10,25,25.50043915,25.07466455,,,
2,20.65745196,13.9,10,25,25.50061543,25.07518602,,,
2,20.64181759,14,10,25,25.50079378,25.07570661,,,
2,20.62632024,14.1,10,25,25.50097418,25.07622631,,,
2,20.6109587,14.2,10,25,25.50115662,25.07674513,,,
2,20.5957318,14.3,10,25,25.50134109,25.07726307,,,
2,20.58063836,14.4,10,25,25.50152755,25.07778015,,,
2,20.56567723,14.5,10,25,25.50171601,25.07829635,,,
2,20.55084724,14.6,10,25,25.50190644,25.0788117,,,
2,20.53614726,14.7,10,25,25.50209882,25.07932619,,,
2,20.52157615,14.8,10,25,25.50229314,25.07983983,,,
2,20.5071328,14.9,10,25,25.50248937,25.08035262,,,
