vm,vc,ts,sp,id,hot,rad,,,
2,18.92778069,106.9,10,25,25.77275059,25.38505622,,,
2,18.92783459,107,10,25,25.7729719,25.38527615,,,
2,18.92788849,107.1,10,25,25.77319304,25.38549591,,,
2,18.92794238,107.2,10,25,25.773414,25.38571549,,,
2,18.92799626,107.3,10,25,25.77363478,25.38593489,,,
2,18.92805014,107.4,10,25,25.77385539,25.38615412,,,
2,18.92810401,107.5,10,25,25.77407582,25.38637318,,,
2,18.92815787,107.6,10,25,25.77429608,25.38659206,,,
2,18.92821172,107.7,10,25,25.77451617,25.38681076,,,
2,18.92826557,107.8,10,25,25.77473608,25.3870293,,,
2,18.9283194,107.9,10,25,25.77495582,25.38724766,,,
2,18.92837323,108,10,25,25.77517538,25.38746584,,,
2,18.92842705,108.1,10,25,25.77539477,25.38768385,,,
2,18.92848086,108.2,10,25,25.77561398,25.38790169,,,
2,18.92853466,108.3,10,25,25.77583302,25.38811935,,,
2,18.92858845,108.4,10,25,25.77605189,25.38833685,,,
2,18.92864223,108.5,10,25,25.77627058,25.38855416,,,
2,18.92869599,108.6,10,25,25.7764891,25.38877131,,,
2,18.92874975,108.7,10,25,25.77670745,25.38898828,,,
2,18.9288035,108.8,10,25,25.77692563,25.38920508,,,
2,18.92885723,108.9,10,25,25.77714363,25.38942171,,,
2,18.92891096,109,10,25,25.77736145,25.38963816,,,
2,18.92896467,109.1,10,25,25.77757911,25.38985444,,,
2,18.92901837,109.2,10,25,25.77779659,25.39007055,,,
2,18.92907206,109.3,10,25,25.7780139,25.39028649,,,
2,18.92912573,109.4,10,25,25.77823104,25.39050226,,,
2,18.9291794,109.5,10,25,25.77844801,25.39071785,,,
2,18.92923304,109.6,10,25,25.7786648,25.39093328,,,
2,18.92928668,109.7,10,25,25.77888142,25.39114853,,,
2,18.9293403,109.8,10,25,25.77909787,25.39136361,,,
2,18.92939391,109.9,10,25,25.77931415,25.39157852,,,
2,18.9294475,110,10,25,25.77953026,25.39179325,,,
2,18.92950108,110.1,10,25,25.77974619,25.39200782,,,
2,18.92955465,110.2,10,25,25.77996196,25.39222222,,,
2,18.9296082,110.3,10,25,25.78017755,25.39243644,,,
2,18.92966174,110.4,10,25,25.78039297,25.3926505,,,
2,18.92971526,110.5,10,25,25.78060823,25.39286438,,,
2,18.92976876,110.6,10,25,25.78082331,25.3930781,,,
2,18.92982225,110.7,10,25,25.78103822,25.39329164,,,
2,18.92987572,110.8,10,25,25.78125296,25.39350502,,,
2,18.92992918,110.9,10,25,25.78146753,25.39371822,,,
2,18.92998262,111,10,25,25.78168193,25.39393126,,,
2,18.93003604,111.1,10,25,25.78189615,25.39414412,,,
2,18.93008945,111.2,10,25,25.78211021,25.39435682,,,
2,18.93014284,111.3,10,25,25.7823241,25.39456934,,,
2,18.93019621,111.4,10,25,25.78253782,25.3947817,,,
2,18.93024957,111.5,10,25,25.78275137,25.39499389,,,
2,18.93030291,111.6,10,25,25.78296475,25.39520591,,,
2,18.93035623,111.7,10,25,25.78317797,25.39541776,,,
2,18.93040953,111.8,10,25,25.78339101,25.39562944,,,
2,18.93046281,111.9,10,25,25.78360388,25.39584096,,,
2,18.93051608,112,10,25,25.78381659,25.3960523,,,
2,18.93056933,112.1,10,25,25.78402912,25.39626348,,,
2,18.93062255,112.2,10,25,25.78424149,25.39647449,,,
2,18.93067576,112.3,10,25,25.78445369,25.39668533,,,
2,18.93072895,112.4,10,25,25.78466572,25.396896,,,
2,18.93078212,112.5,10,25,25.78487758,25.39710651,,,
2,18.93083527,112.6,10,25,25.78508927,25.39731685,,,
2,18.93088841,112.7,10,25,25.7853008,25.39752702,,,
2,18.93094152,112.8,10,25,25.78551216,25.39773702,,,
2,18.93099461,112.9,10,25,25.78572335,25.39794686,,,
2,18.93104768,113,10,25,25.78593437,25.39815653,,,
2,18.93110073,113.1,10,25,25.78614523,25.39836603,,,
2,18.93115376,113.2,10,25,25.78635591,25.39857537,,,
2,18.93120677,113.3,10,25,25.78656643,25.39878454,,,
2,18.93125976,113.4,10,25,25.78677679,25.39899354,,,
2,18.93131272,113.5,10,25,25.78698697,25.39920238,,,
2,18.93136567,113.6,10,25,25.78719699,25.39941105,,,
2,18.93141859,113.7,10,25,25.78740685,25.39961955,,,
2,18.9314715,113.8,10,25,25.78761654,25.39982789,,,
2,18.93152438,113.9,10,25,25.78782606,25.40003606,,,
2,18.93157724,114,10,25,25.78803541,25.40024407,,,
2,18.93163007,114.1,10,25,25.7882446,25.40045191,,,
2,18.93168289,114.2,10,25,25.78845362,25.40065959,,,
2,18.93173568,114.3,10,25,25.78866248,25.4008671,,,
2,18.93178845,114.4,10,25,25.78887117,25.40107444,,,
2,18.9318412,114.5,10,25,25.78907969,25.40128162,,,
2,18.93189392,114.6,10,25,25.78928805,25.40148864,,,
2,18.93194662,114.7,10,25,25.78949624,25.40169549,,,
2,18.9319993,114.8,10,25,25.78970427,25.40190218,,,
2,18.93205196,114.9,10,25,25.78991213,25.4021087,,,
2,18.93210459,115,10,25,25.79011983,25.40231506,,,
2,18.9321572,115.1,10,25,25.79032737,25.40252125,,,
2,18.93220978,115.2,10,25,25.79053473,25.40272728,,,
2,18.93226234,115.3,10,25,25.79074194,25.40293314,,,
2,18.93231488,115.4,10,25,25.79094898,25.40313885,,,
2,18.93236739,115.5,10,25,25.79115585,25.40334438,,,
2,18.93241987,115.6,10,25,25.79136256,25.40354976,,,
2,18.93247234,115.7,10,25,25.79156911,25.40375497,,,
2,18.93252478,115.8,10,25,25.79177549,25.40396002,,,
2,18.93257719,115.9,10,25,25.79198171,25.4041649,,,
2,18.93262958,116,10,25,25.79218777,25.40436962,,,
2,18.93268194,116.1,10,25,25.79239366,25.40457418,,,
2,18.93273428,116.2,10,25,25.79259939,25.40477858,,,
2,18.9327866,116.3,10,25,25.79280495,25.40498281,,,
2,18.93283889,116.4,10,25,25.79301036,25.40518688,,,
2,18.93289115,116.5,10,25,25.79321559,25.40539079,,,
2,18.93294339,116.6,10,25,25.79342067,25.40559454,,,
2,18.9329956,116.7,10,25,25.79362558,25.40579812,,,
2,18.93304779,116.8,10,25,25.79383033,25.40600154,,,
2,18.93309995,116.9,10,25,25.79403492,25.4062048,,,
2,18.93315208,117,10,25,25.79423934,25.4064079,,,
2,18.93320419,117.1,10,25,25.79444361,25.40661084,,,
2,18.93325627,117.2,10,25,25.79464771,25.40681361,,,
2,18.93330833,117.3,10,25,25.79485165,25.40701623,,,
2,18.93336036,117.4,10,25,25.79505542,25.40721868,,,
2,18.93341236,117.5,10,25,25.79525904,25.40742097,,,
2,18.93346434,117.6,10,25,25.79546249,25.4076231,,,
2,18.93351629,117.7,10,25,25.79566578,25.40782507,,,
2,18.93356821,117.8,10,25,25.79586891,25.40802688,,,
2,18.93362011,117.9,10,25,25.79607188,25.40822853,,,
2,18.93367197,118,10,25,25.79627469,25.40843002,,,
2,18.93372381,118.1,10,25,25.79647734,25.40863134,,,
2,18.93377563,118.2,10,25,25.79667982,25.40883251,,,
2,18.93382742,118.3,10,25,25.79688215,25.40903352,,,
2,18.93387917,118.4,10,25,25.79708431,25.40923437,,,
2,18.93393091,118.5,10,25,25.79728631,25.40943505,,,
2,18.93398261,118.6,10,25,25.79748816,25.40963558,,,
2,18.93403429,118.7,10,25,25.79768984,25.40983595,,,
2,18.93408593,118.8,10,25,25.79789136,25.41003616,,,
2,18.93413755,118.9,10,25,25.79809272,25.41023621,,,
2,18.93418915,119,10,25,25.79829393,25.4104361,,,
2,18.93424071,119.1,10,25,25.79849497,25.41063583,,,
2,18.93429225,119.2,10,25,25.79869585,25.41083541,,,
2,18.93434375,119.3,10,25,25.79889658,25.41103482,,,
2,18.93439523,119.4,10,25,25.79909714,25.41123407,,,
2,18.93444668,119.5,10,25,25.79929755,25.41143317,,,
2,18.93449811,119.6,10,25,25.79949779,25.41163211,,,
2,18.9345495,119.7,10,25,25.79969788,25.41183089,,,
2,18.93460086,119.8,10,25,25.79989781,25.41202951,,,
2,18.9346522,119.9,10,25,25.80009757,25.41222797,,,
2,18.93470351,120,10,25,25.80029718,25.41242628,,,
2,18.93475478,120.1,10,25,25.80049664,25.41262443,,,
2,18.93480603,120.2,10,25,25.80069593,25.41282242,,,
2,18.93485725,120.3,10,25,25.80089506,25.41302025,,,
2,18.93490844,120.4,10,25,25.80109404,25.41321793,,,
2,18.9349596,120.5,10,25,25.80129286,25.41341545,,,
2,18.93501073,120.6,10,25,25.80149152,25.41361281,,,
2,18.93506184,120.7,10,25,25.80169002,25.41381001,,,
2,18.93511291,120.8,10,25,25.80188837,25.41400706,,,
2,18.93516395,120.9,10,25,25.80208656,25.41420395,,,
2,18.93521497,121,10,25,25.80228459,25.41440068,,,
2,18.93526595,121.1,10,25,25.80248246,25.41459726,,,
2,18.9353169,121.2,10,25,25.80268017,25.41479368,,,
2,18.93536783,121.3,10,25,25.80287773,25.41498995,,,
2,18.93541872,121.4,10,25,25.80307514,25.41518605,,,
2,18.93546958,121.5,10,25,25.80327238,25.41538201,,,
2,18.93552042,121.6,10,25,25.80346947,25.4155778,,,
2,18.93557122,121.7,10,25,25.8036664,25.41577344,,,
2,18.93562199,121.8,10,25,25.80386317,25.41596893,,,
2,18.93567274,121.9,10,25,25.80405979,25.41616426,,,
2,18.93572345,122,10,25,25.80425626,25.41635943,,,
2,18.93577413,122.1,10,25,25.80445256,25.41655445,,,
2,18.93582478,122.2,10,25,25.80464871,25.41674931,,,
2,18.93587541,122.3,10,25,25.80484471,25.41694402,,,
2,18.935926,122.4,10,25,25.80504055,25.41713858,,,
2,18.93597656,122.5,10,25,25.80523623,25.41733298,,,
2,18.93602709,122.6,10,25,25.80543176,25.41752722,,,
2,18.93607758,122.7,10,25,25.80562713,25.41772131,,,
2,18.93612805,122.8,10,25,25.80582235,25.41791525,,,
2,18.93617849,122.9,10,25,25.80601741,25.41810903,,,
2,18.93622889,123,10,25,25.80621232,25.41830265,,,
2,18.93627927,123.1,10,25,25.80640707,25.41849613,,,
2,18.93632961,123.2,10,25,25.80660167,25.41868944,,,
2,18.93637993,123.3,10,25,25.80679611,25.41888261,,,
2,18.93643021,123.4,10,25,25.8069904,25.41907562,,,
2,18.93648046,123.5,10,25,25.80718453,25.41926848,,,
2,18.93653068,123.6,10,25,25.80737851,25.41946118,,,
2,18.93658086,123.7,10,25,25.80757234,25.41965373,,,
2,18.93663102,123.8,10,25,25.80776601,25.41984613,,,
2,18.93668114,123.9,10,25,25.80795953,25.42003838,,,
2,18.93673124,124,10,25,25.80815289,25.42023047,,,
2,18.9367813,124.1,10,25,25.8083461,25.42042241,,,
2,18.93683133,124.2,10,25,25.80853916,25.42061419,,,
2,18.93688133,124.3,10,25,25.80873206,25.42080583,,,
2,18.9369313,124.4,10,25,25.80892481,25.42099731,,,
2,18.93698123,124.5,10,25,25.80911741,25.42118864,,,
2,18.93703113,124.6,10,25,25.80930985,25.42137982,,,
2,18.93708101,124.7,10,25,25.80950214,25.42157084,,,
2,18.93713085,124.8,10,25,25.80969428,25.42176171,,,
2,18.93718065,124.9,10,25,25.80988627,25.42195243,,,
2,18.93723043,125,10,25,25.8100781,25.422143,,,
2,18.93728017,125.1,10,25,25.81026978,25.42233342,,,
2,18.93732989,125.2,10,25,25.81046131,25.42252369,,,
2,18.93737957,125.3,10,25,25.81065268,25.4227138,,,
2,18.93742921,125.4,10,25,25.81084391,25.42290376,,,
2,18.93747883,125.5,10,25,25.81103498,25.42309358,,,
2,18.93752841,125.6,10,25,25.8112259,25.42328324,,,
2,18.93757797,125.7,10,25,25.81141667,25.42347275,,,
2,18.93762748,125.8,10,25,25.81160729,25.42366211,,,
2,18.93767697,125.9,10,25,25.81179775,25.42385132,,,
2,18.93772643,126,10,25,25.81198806,25.42404038,,,
2,18.93777585,126.1,10,25,25.81217823,25.42422928,,,
2,18.93782524,126.2,10,25,25.81236824,25.42441804,,,
2,18.9378746,126.3,10,25,25.8125581,25.42460665,,,
2,18.93792392,126.4,10,25,25.81274781,25.42479511,,,
2,18.93797321,126.5,10,25,25.81293737,25.42498341,,,
2,18.93802247,126.6,10,25,25.81312678,25.42517157,,,
2,18.9380717,126.7,10,25,25.81331603,25.42535958,,,
2,18.9381209,126.8,10,25,25.81350514,25.42554744,,,
2,18.93817006,126.9,10,25,25.8136941,25.42573515,,,
2,18.93821919,127,10,25,25.8138829,25.42592271,,,
2,18.93826829,127.1,10,25,25.81407156,25.42611012,,,
2,18.93831735,127.2,10,25,25.81426007,25.42629738,,,
2,18.93836638,127.3,10,25,25.81444842,25.42648449,,,
2,18.93841538,127.4,10,25,25.81463663,25.42667146,,,
2,18.93846435,127.5,10,25,25.81482469,25.42685827,,,
2,18.93851328,127.6,10,25,25.8150126,25.42704494,,,
2,18.93856218,127.7,10,25,25.81520036,25.42723145,,,
2,18.93861105,127.8,10,25,25.81538796,25.42741782,,,
2,18.93865988,127.9,10,25,25.81557543,25.42760405,,,
2,18.93870868,128,10,25,25.81576274,25.42779012,,,
2,18.93875745,128.1,10,25,25.8159499,25.42797604,,,
2,18.93880619,128.2,10,25,25.81613691,25.42816182,,,
2,18.93885489,128.3,10,25,25.81632378,25.42834745,,,
2,18.93890356,128.4,10,25,25.81651049,25.42853293,,,
2,18.9389522,128.5,10,25,25.81669706,25.42871827,,,
2,18.9390008,128.6,10,25,25.81688348,25.42890345,,,
2,18.93904937,128.7,10,25,25.81706975,25.42908849,,,
2,18.93909791,128.8,10,25,25.81725588,25.42927338,,,
2,18.93914641,128.9,10,25,25.81744185,25.42945813,,,
2,18.93919488,129,10,25,25.81762768,25.42964273,,,
2,18.93924332,129.1,10,25,25.81781336,25.42982718,,,
2,18.93929173,129.2,10,25,25.81799889,25.43001148,,,
2,18.9393401,129.3,10,25,25.81818428,25.43019564,,,
2,18.93938844,129.4,10,25,25.81836952,25.43037965,,,
2,18.93943674,129.5,10,25,25.81855461,25.43056352,,,
2,18.93948501,129.6,10,25,25.81873955,25.43074724,,,
2,18.93953325,129.7,10,25,25.81892435,25.43093081,,,
2,18.93958146,129.8,10,25,25.819109,25.43111423,,,
2,18.93962963,129.9,10,25,25.8192935,25.43129751,,,
2,18.93967777,130,10,25,25.81947785,25.43148065,,,
2,18.93972587,130.1,10,25,25.81966206,25.43166364,,,
2,18.93977394,130.2,10,25,25.81984613,25.43184648,,,
2,18.93982198,130.3,10,25,25.82003004,25.43202918,,,
2,18.93986999,130.4,10,25,25.82021381,25.43221173,,,
2,18.93991796,130.5,10,25,25.82039744,25.43239414,,,
2,18.9399659,130.6,10,25,25.82058092,25.4325764,,,
2,18.9400138,130.7,10,25,25.82076425,25.43275852,,,
2,18.94006167,130.8,10,25,25.82094744,25.43294049,,,
2,18.94010951,130.9,10,25,25.82113048,25.43312232,,,
2,18.94015732,131,10,25,25.82131337,25.433304,,,
2,18.94020509,131.1,10,25,25.82149612,25.43348554,,,
2,18.94025282,131.2,10,25,25.82167873,25.43366694,,,
2,18.94030053,131.3,10,25,25.82186119,25.43384819,,,
2,18.9403482,131.4,10,25,25.8220435,25.43402929,,,
2,18.94039583,131.5,10,25,25.82222567,25.43421025,,,
2,18.94044344,131.6,10,25,25.8224077,25.43439107,,,
2,18.94049101,131.7,10,25,25.82258958,25.43457175,,,
2,18.94053854,131.8,10,25,25.82277131,25.43475228,,,
2,18.94058604,131.9,10,25,25.8229529,25.43493266,,,
2,18.94063351,132,10,25,25.82313435,25.4351129,,,
2,18.94068095,132.1,10,25,25.82331565,25.435293,,,
2,18.94072835,132.2,10,25,25.82349681,25.43547296,,,
2,18.94077572,132.3,10,25,25.82367783,25.43565277,,,
2,18.94082305,132.4,10,25,25.8238587,25.43583244,,,
2,18.94087035,132.5,10,25,25.82403942,25.43601197,,,
2,18.94091762,132.6,10,25,25.82422001,25.43619136,,,
2,18.94096485,132.7,10,25,25.82440045,25.4363706,,,
2,18.94101205,132.8,10,25,25.82458074,25.4365497,,,
2,18.94105922,132.9,10,25,25.8247609,25.43672865,,,
2,18.94110635,133,10,25,25.8249409,25.43690747,,,
2,18.94115345,133.1,10,25,25.82512077,25.43708614,,,
2,18.94120051,133.2,10,25,25.82530049,25.43726467,,,
2,18.94124754,133.3,10,25,25.82548008,25.43744306,,,
2,18.94129454,133.4,10,25,25.82565951,25.4376213,,,
2,18.9413415,133.5,10,25,25.82583881,25.43779941,,,
2,18.94138843,133.6,10,25,25.82601796,25.43797737,,,
2,18.94143533,133.7,10,25,25.82619697,25.43815519,,,
2,18.94148219,133.8,10,25,25.82637584,25.43833287,,,
2,18.94152902,133.9,10,25,25.82655456,25.43851041,,,
2,18.94157581,134,10,25,25.82673315,25.43868781,,,
2,18.94162258,134.1,10,25,25.82691159,25.43886506,,,
2,18.9416693,134.2,10,25,25.82708989,25.43904218,,,
2,18.941716,134.3,10,25,25.82726805,25.43921915,,,
2,18.94176266,134.4,10,25,25.82744606,25.43939598,,,
2,18.94180928,134.5,10,25,25.82762394,25.43957268,,,
2,18.94185587,134.6,10,25,25.82780167,25.43974923,,,
2,18.94190243,134.7,10,25,25.82797926,25.43992564,,,
2,18.94194896,134.8,10,25,25.82815671,25.44010191,,,
2,18.94199545,134.9,10,25,25.82833402,25.44027804,,,
2,18.94204191,135,10,25,25.82851119,25.44045403,,,
2,18.94208833,135.1,10,25,25.82868822,25.44062988,,,
2,18.94213472,135.2,10,25,25.82886511,25.44080559,,,
2,18.94218107,135.3,10,25,25.82904185,25.44098117,,,
2,18.9422274,135.4,10,25,25.82921846,25.4411566,,,
2,18.94227369,135.5,10,25,25.82939492,25.44133189,,,
2,18.94231994,135.6,10,25,25.82957125,25.44150704,,,
2,18.94236616,135.7,10,25,25.82974743,25.44168205,,,
2,18.94241235,135.8,10,25,25.82992348,25.44185693,,,
2,18.9424585,135.9,10,25,25.83009938,25.44203166,,,
2,18.94250462,136,10,25,25.83027515,25.44220626,,,
2,18.94255071,136.1,10,25,25.83045077,25.44238072,,,
2,18.94259676,136.2,10,25,25.83062626,25.44255503,,,
2,18.94264278,136.3,10,25,25.83080161,25.44272921,,,
2,18.94268876,136.4,10,25,25.83097681,25.44290325,,,
2,18.94273471,136.5,10,25,25.83115188,25.44307716,,,
2,18.94278063,136.6,10,25,25.83132681,25.44325092,,,
2,18.94282651,136.7,10,25,25.8315016,25.44342455,,,
2,18.94287236,136.8,10,25,25.83167625,25.44359804,,,
2,18.94291818,136.9,10,25,25.83185076,25.44377139,,,
2,18.94296396,137,10,25,25.83202513,25.4439446,,,
2,18.94300971,137.1,10,25,25.83219936,25.44411767,,,
2,18.94305542,137.2,10,25,25.83237346,25.44429061,,,
2,18.9431011,137.3,10,25,25.83254742,25.44446341,,,
2,18.94314675,137.4,10,25,25.83272124,25.44463607,,,
2,18.94319236,137.5,10,25,25.83289492,25.44480859,,,
2,18.94323794,137.6,10,25,25.83306846,25.44498098,,,
2,18.94328349,137.7,10,25,25.83324186,25.44515323,,,
2,18.943329,137.8,10,25,25.83341513,25.44532534,,,
2,18.94337448,137.9,10,25,25.83358826,25.44549732,,,
2,18.94341992,138,10,25,25.83376125,25.44566916,,,
2,18.94346533,138.1,10,25,25.8339341,25.44584086,,,
2,18.94351071,138.2,10,25,25.83410682,25.44601242,,,
2,18.94355606,138.3,10,25,25.8342794,25.44618385,,,
2,18.94360137,138.4,10,25,25.83445184,25.44635515,,,
2,18.94364664,138.5,10,25,25.83462414,25.4465263,,,
2,18.94369188,138.6,10,25,25.83479631,25.44669732,,,
2,18.94373709,138.7,10,25,25.83496834,25.44686821,,,
2,18.94378227,138.8,10,25,25.83514023,25.44703896,,,
2,18.94382741,138.9,10,25,25.83531199,25.44720957,,,
2,18.94387252,139,10,25,25.83548361,25.44738005,,,
2,18.94391759,139.1,10,25,25.83565509,25.44755039,,,
2,18.94396263,139.2,10,25,25.83582644,25.44772059,,,
2,18.94400764,139.3,10,25,25.83599765,25.44789066,,,
2,18.94405261,139.4,10,25,25.83616873,25.4480606,,,
2,18.94409755,139.5,10,25,25.83633967,25.4482304,,,
2,18.94414246,139.6,10,25,25.83651047,25.44840006,,,
2,18.94418733,139.7,10,25,25.83668114,25.44856959,,,
2,18.94423217,139.8,10,25,25.83685167,25.44873899,,,
2,18.94427698,139.9,10,25,25.83702206,25.44890825,,,
2,18.94432175,140,10,25,25.83719232,25.44907738,,,
2,18.94436649,140.1,10,25,25.83736245,25.44924637,,,
2,18.94441119,140.2,10,25,25.83753244,25.44941522,,,
2,18.94445586,140.3,10,25,25.83770229,25.44958395,,,
2,18.9445005,140.4,10,25,25.83787201,25.44975253,,,
2,18.94454511,140.5,10,25,25.8380416,25.44992099,,,
2,18.94458968,140.6,10,25,25.83821105,25.45008931,,,
2,18.94463421,140.7,10,25,25.83838036,25.4502575,,,
2,18.94467872,140.8,10,25,25.83854954,25.45042555,,,
2,18.94472319,140.9,10,25,25.83871859,25.45059347,,,
2,18.94476763,141,10,25,25.8388875,25.45076125,,,
2,18.94481203,141.1,10,25,25.83905628,25.4509289,,,
2,18.9448564,141.2,10,25,25.83922492,25.45109642,,,
2,18.94490074,141.3,10,25,25.83939343,25.45126381,,,
2,18.94494504,141.4,10,25,25.8395618,25.45143106,,,
2,18.94498931,141.5,10,25,25.83973004,25.45159818,,,
2,18.94503354,141.6,10,25,25.83989815,25.45176516,,,
2,18.94507775,141.7,10,25,25.84006612,25.45193202,,,
2,18.94512192,141.8,10,25,25.84023396,25.45209874,,,
2,18.94516605,141.9,10,25,25.84040167,25.45226533,,,
2,18.94521016,142,10,25,25.84056924,25.45243178,,,
2,18.94525422,142.1,10,25,25.84073668,25.4525981,,,
2,18.94529826,142.2,10,25,25.84090399,25.45276429,,,
2,18.94534226,142.3,10,25,25.84107116,25.45293035,,,
2,18.94538623,142.4,10,25,25.8412382,25.45309628,,,
2,18.94543017,142.5,10,25,25.84140511,25.45326207,,,
2,18.94547407,142.6,10,25,25.84157189,25.45342774,,,
2,18.94551794,142.7,10,25,25.84173853,25.45359327,,,
2,18.94556178,142.8,10,25,25.84190504,25.45375867,,,
2,18.94560558,142.9,10,25,25.84207142,25.45392393,,,
2,18.94564935,143,10,25,25.84223766,25.45408907,,,
2,18.94569309,143.1,10,25,25.84240377,25.45425407,,,
2,18.94573679,143.2,10,25,25.84256976,25.45441895,,,
2,18.94578046,143.3,10,25,25.8427356,25.45458369,,,
2,18.9458241,143.4,10,25,25.84290132,25.4547483,,,
2,18.9458677,143.5,10,25,25.84306691,25.45491278,,,
2,18.94591127,143.6,10,25,25.84323236,25.45507713,,,
2,18.94595481,143.7,10,25,25.84339768,25.45524135,,,
2,18.94599831,143.8,10,25,25.84356287,25.45540544,,,
2,18.94604178,143.9,10,25,25.84372793,25.4555694,,,
2,18.94608522,144,10,25,25.84389286,25.45573322,,,
2,18.94612863,144.1,10,25,25.84405766,25.45589692,,,
2,18.946172,144.2,10,25,25.84422232,25.45606049,,,
2,18.94621534,144.3,10,25,25.84438686,25.45622392,,,
2,18.94625864,144.4,10,25,25.84455126,25.45638723,,,
2,18.94630191,144.5,10,25,25.84471553,25.45655041,,,
2,18.94634515,144.6,10,25,25.84487968,25.45671345,,,
2,18.94638836,144.7,10,25,25.84504369,25.45687637,,,
2,18.94643153,144.8,10,25,25.84520757,25.45703916,,,
2,18.94647468,144.9,10,25,25.84537132,25.45720182,,,
2,18.94651778,145,10,25,25.84553494,25.45736434,,,
2,18.94656086,145.1,10,25,25.84569843,25.45752674,,,
2,18.9466039,145.2,10,25,25.84586179,25.45768901,,,
2,18.94664691,145.3,10,25,25.84602502,25.45785115,,,
2,18.94668988,145.4,10,25,25.84618812,25.45801317,,,
2,18.94673283,145.5,10,25,25.84635109,25.45817505,,,
2,18.94677574,145.6,10,25,25.84651394,25.4583368,,,
2,18.94681861,145.7,10,25,25.84667665,25.45849843,,,
2,18.94686146,145.8,10,25,25.84683923,25.45865993,,,
2,18.94690427,145.9,10,25,25.84700169,25.4588213,,,
2,18.94694705,146,10,25,25.84716401,25.45898254,,,
2,18.94698979,146.1,10,25,25.8473262,25.45914365,,,
2,18.94703251,146.2,10,25,25.84748827,25.45930463,,,
2,18.94707519,146.3,10,25,25.84765021,25.45946549,,,
2,18.94711784,146.4,10,25,25.84781202,25.45962622,,,
2,18.94716045,146.5,10,25,25.8479737,25.45978682,,,
2,18.94720303,146.6,10,25,25.84813525,25.45994729,,,
2,18.94724558,146.7,10,25,25.84829667,25.46010763,,,
2,18.9472881,146.8,10,25,25.84845797,25.46026785,,,
2,18.94733058,146.9,10,25,25.84861913,25.46042794,,,
2,18.94737303,147,10,25,25.84878017,25.4605879,,,
2,18.94741545,147.1,10,25,25.84894108,25.46074774,,,
2,18.94745784,147.2,10,25,25.84910186,25.46090745,,,
2,18.94750019,147.3,10,25,25.84926252,25.46106703,,,
2,18.94754251,147.4,10,25,25.84942304,25.46122648,,,
2,18.9475848,147.5,10,25,25.84958344,25.46138581,,,
2,18.94762706,147.6,10,25,25.84974371,25.46154501,,,
2,18.94766928,147.7,10,25,25.84990385,25.46170408,,,
2,18.94771147,147.8,10,25,25.85006387,25.46186303,,,
2,18.94775363,147.9,10,25,25.85022376,25.46202185,,,
2,18.94779575,148,10,25,25.85038352,25.46218055,,,
2,18.94783785,148.1,10,25,25.85054316,25.46233912,,,
2,18.94787991,148.2,10,25,25.85070266,25.46249756,,,
2,18.94792193,148.3,10,25,25.85086205,25.46265587,,,
2,18.94796393,148.4,10,25,25.8510213,25.46281406,,,
2,18.94800589,148.5,10,25,25.85118043,25.46297213,,,
2,18.94804782,148.6,10,25,25.85133943,25.46313007,,,
2,18.94808972,148.7,10,25,25.8514983,25.46328788,,,
2,18.94813159,148.8,10,25,25.85165705,25.46344557,,,
2,18.94817342,148.9,10,25,25.85181567,25.46360313,,,
2,18.94821522,149,10,25,25.85197417,25.46376057,,,
2,18.94825699,149.1,10,25,25.85213254,25.46391788,,,
2,18.94829873,149.2,10,25,25.85229078,25.46407507,,,
2,18.94834043,149.3,10,25,25.8524489,25.46423213,,,
2,18.94838211,149.4,10,25,25.85260689,25.46438906,,,
2,18.94842375,149.5,10,25,25.85276476,25.46454588,,,
2,18.94846535,149.6,10,25,25.8529225,25.46470256,,,
2,18.94850693,149.7,10,25,25.85308012,25.46485912,,,
2,18.94854847,149.8,10,25,25.85323761,25.46501556,,,
2,18.94858999,149.9,10,25,25.85339497,25.46517188,,,
4,18.84685923,150,10,25,25.92693652,25.46537881,,,
4,18.74627836,150.1,10,25,25.99517107,25.46568205,,,
4,18.64682532,150.2,10,25,26.05848075,25.4660744,,,
4,18.54847904,150.3,10,25,26.11722023,25.46654918,,,
4,18.45121938,150.4,10,25,26.17171872,25.46710021,,,
4,18.35502706,150.5,10,25,26.22228177,25.46772174,,,
4,18.25988361,150.6,10,25,26.26919298,25.46840844,,,
4,18.16577133,150.7,10,25,26.31271559,25.46915536,,,
4,18.07267321,150.8,10,25,26.35309392,25.46995792,,,
4,17.98057291,150.9,10,25,26.39055474,25.47081185,,,
4,17.88945469,151,10,25,26.42530852,25.47171322,,,
4,17.79930343,151.1,10,25,26.45755061,25.47265834,,,
4,17.71010451,151.2,10,25,26.48746234,25.47364383,,,
4,17.62184386,151.3,10,25,26.51521199,25.47466653,,,
4,17.53450787,151.4,10,25,26.54095575,25.47572352,,,
4,17.44808337,151.5,10,25,26.5648386,25.47681208,,,
4,17.36255764,151.6,10,25,26.58699509,25.47792969,,,
4,17.27791833,151.7,10,25,26.6075501,25.47907403,,,
4,17.19415348,151.8,10,25,26.62661953,25.48024292,,,
4,17.11125148,151.9,10,25,26.64431096,25.48143437,,,
4,17.02920106,152,10,25,26.66072422,25.4826465,,,
4,16.94799124,152.1,10,25,26.67595199,25.4838776,,,
4,16.86761135,152.2,10,25,26.69008026,25.48512605,,,
